"Date.and.Time","price","market_cap","total_volume","Date.and.Time.2","power.MAX..GW","power.MIN..GW","power.GUESS..GW","annualised.consumption.MAX..TWh","annualised.consumption.MIN..TWh","annualised.consumption.GUESS..TWh","Predicted","Detrended"
"2018-05-15 00:00:00 UTC",8696.974004,148142733211.519,3143239503.89128,2018-05-13,9.896884957,2.959763926,4.657010196,86.75609354,25.94529058,40.82335138,44.5483740951584,-3.72502271515835
"2018-05-16 00:00:00 UTC",8473.348649,144348790079.535,2586241489.84249,2018-05-14,9.765694182,2.920529993,4.595277967,85.6060752,25.60136592,40.28220666,44.5871506255295,-4.30494396552949
"2018-05-17 00:00:00 UTC",8343.125222,142149224754.098,2772906142.39211,2018-05-15,9.872711904,2.952534729,4.645635491,86.54419255,25.88191944,40.72364071,44.6259271559005,-3.90228644590051
"2018-05-18 00:00:00 UTC",8056.053192,137271416445.438,2173653717.16904,2018-05-16,10.10152735,3.02096431,4.753305313,88.54998871,26.48177314,41.66747437,44.6647036862717,-2.99722931627165
"2018-05-19 00:00:00 UTC",8202.82541,139787112156.341,2127912775.38632,2018-05-17,9.932858915,2.970522303,4.673937855,87.07144125,26.03959851,40.97173923,44.7034802166427,-3.73174098664268
"2018-05-20 00:00:00 UTC",8180.62701,139424471286.718,1672351902.73026,2018-05-18,10.13585983,3.031231788,4.769460571,88.85094728,26.57177786,41.80909137,44.7422567470138,-2.93316537701381
"2018-05-21 00:00:00 UTC",8443.260246,1.43917e+11,1660868681.49739,2018-05-19,10.02967465,2.999476033,4.719494804,87.92012802,26.29340691,41.37109145,44.7810332773849,-3.40994182738495
"2018-05-22 00:00:00 UTC",8354.996336,142427831413.294,1711697912.26598,2018-05-20,9.991061914,2.987928501,4.701325458,87.58164873,26.19218124,41.21181896,44.819809807756,-3.60799084775597
"2018-05-23 00:00:00 UTC",8009.299507,136550347058.652,1895031387.30946,2018-05-21,10.23239187,3.060100675,4.814884024,89.69714713,26.82484251,42.20727336,44.8585863381271,-2.65131297812711
"2018-05-24 00:00:00 UTC",7556.316043,128842835523.635,2777184892.73508,2018-05-22,10.28065784,3.074535104,4.837595729,90.12024664,26.95137472,42.40636416,44.8973628684981,-2.49099870849813
